Date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
18/01/2011,10.43076515,39.65348816,57.88270569,71.67086792,15.54194355,60.67120743,37.65162277,34.68513489,148.0793304,28.16698647,98.9324646,15.17049694,45.46427917,33.28258514,22.72778702,54.89691162,65.7477951,22.47095108,22.63862801,18.4960537,11.62537289,46.9107399,38.73297501,42.07947922,34.64699936,16.46693039,21.06962585,31.89908028,42.78090286,51.04473114
19/01/2011,10.37534523,38.68717575,57.29165268,71.15697479,15.24897861,60.42424774,36.79376221,34.4209671,141.1364899,27.86201859,102.2422714,15.12012196,45.80104446,32.50909424,22.70629883,55.38941574,65.61353302,22.49748421,22.48854446,18.40804482,11.58742619,47.15026474,38.89845276,41.91014862,34.3757782,15.98362923,21.21679878,31.37463379,42.69556046,50.73993301
20/01/2011,10.18671989,38.7128334,56.80444336,69.71951294,15.21236134,60.25524139,35.87313843,34.49141312,140.4583435,28.5345192,102.3144608,15.07693958,46.02067947,33.28258514,22.53086853,55.24975204,65.67321014,22.59037018,22.39375687,18.27822113,11.53682327,47.47496033,38.72323608,42.24110794,34.16390991,16.3466835,21.222929,31.62545967,43.44040298,50.42215729
21/01/2011,10.00422764,39.33708572,57.25172424,69.07897186,15.18306351,60.95069885,36.08236694,34.99333572,140.8906708,28.55015755,102.1174545,14.98338699,45.87425613,33.6842041,22.47358131,55.13948822,66.60564423,22.49085808,22.13308716,18.1088047,11.61272335,47.55431366,39.03962708,42.33346558,34.24866104,16.22180939,21.43141365,31.68625832,43.23867798,51.21986389
24/01/2011,10.33278084,39.15751648,58.09037018,70.43450928,15.50532436,61.1586647,36.60545349,35.16944504,140.9754791,28.65964317,104.8296432,15.28564835,45.55213547,33.48339462,22.64543915,55.41145706,67.37393951,22.42450523,22.41745186,18.18801117,11.66965008,48.03771591,39.6821785,42.81068802,33.74012756,16.60104752,21.60923767,31.53425407,43.48693466,50.96693039
25/01/2011,10.45373058,38.31090546,57.6989975,70.30046082,15.77632141,61.14565659,36.90884018,35.09899521,137.3133698,29.05844688,106.01828,15.50874233,44.71752167,33.37182617,22.54160881,55.48497391,66.01634979,22.13259315,22.4727459,18.23641396,11.68229961,48.12430573,39.78439713,43.28019714,34.42663574,16.5524826,21.94651031,31.3442421,44.42572403,51.02529144
26/01/2011,10.52874756,38.02016449,55.92585373,71.3133316,15.68843937,61.50959778,36.94021988,34.72916031,136.7453918,29.2617588,105.7556305,15.65267754,44.36611176,33.4536438,22.54160881,55.25708771,66.81449127,22.02643776,22.73340988,18.48285675,11.61272335,47.69861221,39.62863922,43.25711823,34.11304855,16.41836548,22.32055855,31.38223267,44.47228241,51.66083908
27/01/2011,10.50915337,38.08855438,56.35716248,71.96876526,15.70308399,61.58112717,37.21223068,34.7467804,139.0511017,29.69967079,105.775322,15.65267754,44.42467117,33.54288101,22.44852257,54.65430832,66.53107452,22.05960846,22.80450249,18.21221542,11.68862438,46.30612183,40.20302582,43.58808517,35.84200287,16.32586098,22.37574959,31.21502686,44.66625214,51.80350876
28/01/2011,10.29144287,37.50706482,55.29488373,71.26120758,15.32954979,60.68418503,36.67868805,34.20963669,137.1353149,28.69873428,104.5538483,15.44396782,43.93416214,33.12639236,22.27308655,53.86777115,65.22564697,21.94018745,21.91981316,17.92396736,11.4798975,46.32053375,39.63835907,42.95692825,34.68936157,16.06224251,21.84840012,30.67538834,43.9912529,51.2263298
31/01/2011,10.39003754,37.09658813,55.49455261,72.25178528,15.49068165,61.69809723,37.11807632,34.2272377,138.7036133,28.75347137,106.3860703,15.44396782,43.75844574,33.42388535,22.50221825,54.15445709,65.5836792,22.00653839,21.90401268,18.14839935,11.52417374,45.54853439,39.5750885,43.30327988,34.79106522,16.1524334,21.84226608,30.73620796,43.50245285,52.32233429
01/02/2011,10.56487942,37.28472519,56.14151764,72.99655151,15.72505283,62.5365181,38.03870392,35.11660385,140.1531525,28.92551231,107.4104843,15.45836449,44.38807297,34.16019821,22.57382965,54.00744629,65.48674011,22.55719757,22.10938454,18.38384056,12.15667343,45.39701843,39.83308029,43.72662735,35.65555954,16.34898758,22.24084282,32.09668732,43.70418167,54.41704941
02/02/2011,10.54314137,37.38734436,56.70859909,73.80092621,15.83491707,62.705513,38.33162689,35.65374756,139.915802,28.58926392,107.2397766,15.51593781,44.38075256,33.8032074,22.50579834,54.13240051,65.45688629,22.43777657,22.06989479,18.46305656,12.11832905,45.30321503,39.99371338,43.64965057,35.55384445,16.67041397,22.17339516,31.89908028,43.33953857,54.09278488
03/02/2011,10.51619625,37.2248497,56.69264221,73.68178558,16.04731178,63.2449379,38.43623734,35.66255188,139.5682678,28.69873428,107.3908005,15.65455627,44.51253128,33.81063843,22.40197563,54.27206802,65.60608673,21.82740402,21.84082222,18.43884659,12.25254726,45.38258743,40.02291489,44.06528854,36.47766495,16.56404495,22.3082943,32.15748978,43.38607788,54.11222076
04/02/2011,10.60989285,37.4728508,57.01209259,74.17332458,16.14985466,63.11494064,38.71871567,35.84747314,139.7293243,28.77693367,107.6994476,15.73438835,44.5418129,33.16358185,22.39839554,54.43378067,65.85971069,21.82077217,21.93560982,18.86571884,12.33564091,45.89485168,40.1689682,44.18843842,36.01152039,16.85772514,22.26538086,32.20309448,43.4714241,54.00844574
07/02/2011,10.77462769,38.32800293,57.4514122,74.82875824,16.13521385,63.47243118,39.35687637,36.04999924,141.6790314,28.6205349,108.2379913,15.74164867,44.56377029,33.84039307,22.38407707,53.992733,66.23267365,21.89374924,22.27527046,19.03293991,12.16945934,46.57306671,40.72388458,44.01140594,35.43520355,17.09591103,22.08754539,32.15748978,43.50245285,54.43000031
08/02/2011,10.87628937,39.23447037,58.07439423,74.93299866,16.10590935,63.52443314,39.69165039,36.26133347,142.8827515,29.05844688,109.4774475,15.7053566,44.61503983,34.01890182,22.50938988,55.39674759,66.73992157,22.07288361,22.33846855,19.07914734,12.24615765,46.63799667,40.83097458,44.55020523,35.5708046,17.24390793,22.2837677,32.51469803,43.74298096,54.09752274
09/02/2011,10.96692371,39.09765625,58.34753418,74.32226563,16.14253426,62.54950333,39.18948746,38.18094635,140.7295837,29.06626129,108.5543823,15.57472038,44.57109833,33.55032349,22.60963058,55.81578064,67.71711731,21.95346069,22.09359169,19.19797134,12.17584705,46.45762253,40.87965012,45.26603317,35.65555954,16.97976112,22.49225616,32.42350388,44.01453018,53.81719971
10/02/2011,10.8560791,39.82452393,58.37163544,74.92558289,13.85738373,62.8484993,39.89042282,38.13692474,140.1616058,29.17573738,108.1851883,15.82148457,44.60771942,33.86270523,22.74926758,55.69081497,67.47840881,21.92028618,21.72233963,19.09674835,12.16306973,46.59471893,41.25447464,44.99662781,35.9606514,17.31805229,22.33282089,32.36270905,43.13004684,54.24094009
11/02/2011,10.92681122,39.97846222,57.95388794,77.115242,13.69625092,62.68599701,40.15196228,38.22497177,141.2806396,29.30868149,108.0269775,15.79245281,44.43932343,34.63619614,22.76000214,55.97012711,68.47795868,21.94018745,21.52486801,18.96913147,12.0352354,46.70294189,41.47352982,45.40457916,35.91828537,17.36207962,22.31443214,32.36270905,43.20763016,53.99320984
14/02/2011,10.99815464,39.78176498,58.05030823,76.9066925,13.77681541,63.48488998,40.26704407,38.07528305,142.0096283,29.38687897,107.6116486,15.65455627,44.43932343,34.61389542,22.60605812,56.04365921,68.5525589,21.77432442,21.50906181,18.87231445,12.17584705,46.56585312,41.47839737,45.28911591,35.98608398,17.54977036,22.01395988,32.05108261,42.51711655,55.35575867
15/02/2011,11.02020454,39.49956131,57.35941696,76.71307373,13.67427826,63.08544922,39.71257019,37.94319916,142.3402863,29.47288895,107.3610611,15.56746674,44.38075256,34.82213593,22.62395668,55.97747803,68.62715149,21.75442696,21.42166138,18.82390785,12.17584705,46.11852646,41.34209442,45.68166351,35.62164307,17.51964378,22.35734749,32.18029022,42.63350296,54.0909996
16/02/2011,11.11910343,40.07252502,58.22703934,77.12268829,13.6083622,63.29499054,40.06827164,38.48034286,143.1031799,29.60583496,107.7302933,15.78519726,44.30754852,35.65512466,22.69914436,55.88191986,69.28753662,21.86720848,21.46933365,18.8679142,12.32285404,46.00308228,41.6136055,45.76633453,36.01998901,17.60074043,22.17952538,32.19935989,42.32315063,54.56039047
17/02/2011,10.97120762,39.14896011,58.03422928,76.98118591,13.68160152,63.62895584,40.54951477,38.48034286,141.704483,29.85606575,108.2841263,15.9448576,44.50521469,35.56588745,23.11087799,55.85253143,69.58771515,21.96009254,21.62030411,18.93172073,12.38037872,46.17623901,41.35923004,46.01262665,36.09627151,17.64245033,22.30216217,32.51990891,42.4783287,54.68424225
18/02/2011,10.73420811,38.93516159,58.67689896,78.84315491,13.80611515,64.64390564,40.31936264,38.35705185,142.4504395,30.0906601,108.6797104,16.06824112,44.73947525,35.69974899,23.11087799,55.96278,69.76032257,21.79423332,21.50111771,19.54341888,12.26533127,46.39270782,41.5891571,46.8900795,36.30815506,17.5706234,22.45546722,32.61912918,42.96711349,55.0884552
22/02/2011,10.36829567,37.87477112,56.9818306,75.97572327,13.61568165,65.69161987,38.87562943,37.55575562,138.1270752,29.78569031,106.7743149,15.82873726,44.40271378,34.21969223,22.82802963,55.64666367,69.03988647,21.4558754,21.12767029,19.19356537,12.07358551,46.22673416,40.87976074,46.58991241,36.40986252,17.08633804,22.07527733,32.19172668,41.64038849,55.70126724
23/02/2011,10.49108601,37.14789581,56.41949081,74.49359894,13.47652626,66.96854401,37.68300247,37.09785843,138.2542725,29.16792488,105.6073074,15.34974003,44.21235657,34.18250656,22.88173676,55.27180481,67.73413086,21.29000854,21.12767029,18.96472359,11.99049473,46.28445816,40.50307083,46.50524902,36.36746979,16.88707733,21.95876884,31.46669388,41.1438446,56.76392365
24/02/2011,10.49904919,37.25051498,56.84528351,74.90322113,13.44722939,66.81138611,37.12854004,37.35322571,138.5509644,29.04281044,105.9963303,15.45133781,44.10987091,34.14532852,22.87099838,55.28649139,67.5615387,21.25020599,21.27069283,19.03734016,12.07997704,45.49081421,40.46882248,45.6662674,36.2318573,17.12573433,21.81773758,31.53538704,40.41452789,56.04680634
25/02/2011,10.66072559,37.2248497,58.08243942,75.96826935,13.65230179,66.85720825,37.99685287,37.81991577,139.9751587,28.99589348,106.9918671,15.86502171,44.05815125,34.71801376,23.02495193,55.1679306,67.72665405,21.35636139,21.09588432,19.35859299,12.05441093,45.33929443,40.78682327,45.87408066,36.03694153,17.30414963,22.05688477,32.03146744,40.15074921,55.63608932
28/02/2011,10.81535625,37.25907135,57.84945679,76.66091919,13.59371376,67.93766785,38.87562943,38.51556778,139.13414,29.30086136,106.7281342,15.58197784,45.38787842,34.72544479,22.88531876,56.0868988,69.21250916,21.60846901,21.11972427,19.58962631,12.29728603,45.49081421,40.8699913,46.12808609,36.08777618,16.92646599,22.63942337,33.07704926,40.3291893,55.75992966
01/03/2011,10.6959362,36.89990997,56.33110809,74.37445068,13.59371376,67.38108063,37.80855179,37.85513306,137.0357819,28.74564552,105.4688492,15.5239172,44.84122086,33.9147644,23.23976707,55.50140762,67.88423157,21.53549194,20.78600311,19.29698181,12.2333746,45.26713943,40.15571976,45.58160782,35.97760773,16.84536743,22.08754539,32.60386276,40.39901352,55.28404236
02/03/2011,10.78198051,36.78873062,55.88927078,75.20114136,13.54976559,67.75431824,38.31071091,38.11930084,137.3586121,28.66745758,105.5941315,15.59649563,44.92248535,33.62469482,23.06791306,55.35319519,68.52961731,21.61510468,20.722435,19.435606,12.26533127,45.02904129,40.1410408,45.26603317,36.91837692,17.13963318,22.2837677,31.93224907,40.32143402,55.46658325
03/03/2011,11.00979233,37.88333511,57.60845184,77.64403534,13.57174015,68.22579193,39.63935471,38.8061409,139.7373199,29.36342239,107.7830353,15.81422424,45.09978104,34.27175522,23.4760704,56.50190735,69.64775085,21.96009254,20.81778526,19.83747292,12.63603973,45.13006973,41.02164078,45.4507637,38.07007217,17.5706234,22.29603004,32.45884705,40.35246658,55.94902802
04/03/2011,11.02326584,37.38734436,57.6807518,76.74284363,13.47652626,67.93766785,39.25226212,38.34824753,136.7724457,29.1053772,106.6951904,15.64729977,45.10716248,33.85526276,23.34717178,56.34628296,69.1824646,21.9335537,20.61914253,19.84630394,12.56573296,44.75487518,40.537323,45.55081177,37.78108597,17.30647278,22.12434769,32.22990417,40.39901352,55.46658325
07/03/2011,10.88118839,37.37878799,56.94167709,76.06509399,13.33003998,67.453125,38.98025513,37.88156128,135.2008362,28.83167076,105.4424896,15.39328098,44.61959457,33.60982895,23.35075569,56.53899384,69.340065,21.78096199,20.43639755,19.63432884,12.53377819,44.52399063,40.25355911,45.38147736,37.02462006,17.18135071,22.08141518,31.9398632,40.36022186,55.231884
